actor_id,award_name,year,award_outcome,award_description
nm0000234,Alliance of Women Film Journalists,2019,"Nominee
EDA Special Mention Award","Bravest Performance
Tully (2018)"
nm0000234,Alliance of Women Film Journalists,2016,"Winner
EDA Female Focus Award","Best Female Action Star
Mad Max: Fury Road (2015)"
nm0000234,American Film Awards,2020,"Nominee
American Film Award","Best Actress
Bombshell (2019)"
nm0000234,Austin Film Critics Association,2015,"Nominee
AFCA Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Australian Academy of Cinema and Television Arts (AACTA) Awards,2015,"Nominee
AACTA Award","Best Lead Actress
Mad Max: Fury Road (2015)"
nm0000234,Australian Film Critics Association Awards,2016,"Nominee
AFCA Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Awards Circuit Community Awards,2015,"Nominee
ACCA","Best Actress in a Leading Role
Mad Max: Fury Road (2015)"
nm0000234,Awards Circuit Community Awards,2012,"Winner
ACCA","Best Actress of the Decade
Monster (2003)"
nm0000234,Awards Circuit Community Awards,2003,"Winner
ACCA","Best Actress in a Leading Role
Monster (2003)"
nm0000234,Bambi Awards,2000,"Winner
Bambi","Shooting Star: Female
The Cider House Rules (1999)"
nm0000234,Behind the Voice Actors Awards,2017,"Winner
BTVA Feature Film Voice Acting Award","Best Vocal Ensemble in a Feature Film
Kubo and the Two Strings (2016)

Shared with:

Art Parkinson

Matthew McConaughey

Rooney Mara

Brenda Vaccaro

Ralph Fiennes

George Takei

Cary-Hiroyuki Tagawa"
nm0000234,Behind the Voice Actors Awards,2017,"Nominee
BTVA Feature Film Voice Acting Award","Best Female Lead Vocal Performance in a Feature Film
Kubo and the Two Strings (2016)


As the voice of ""Monkey""."
nm0000234,Berlin International Film Festival,2004,"Winner
Silver Berlin Bear","Best Actress
Monster (2003)


Tied with Catalina Sandino Moreno for Maria voll der Gnade (2004)."
nm0000234,Blockbuster Entertainment Awards,2001,"Nominee
Blockbuster Entertainment Award","Favorite Actress - Drama/Romance
The Legend of Bagger Vance (2000)"
nm0000234,Blockbuster Entertainment Awards,1998,"Nominee
Blockbuster Entertainment Award","Favorite Supporting Actress - Drama
The Devil's Advocate (1997)"
nm0000234,Broadcast Film Critics Association Awards,2020,"Nominee
Critics Choice Award","Best Actress
Bombshell (2019)"
nm0000234,Broadcast Film Critics Association Awards,2019,"Nominee
Critics Choice Award","Best Actress in a Comedy
Tully (2018)"
nm0000234,Broadcast Film Critics Association Awards,2016,"Winner
Critics Choice Award","Best Actress in an Action Movie
Mad Max: Fury Road (2015)"
nm0000234,Broadcast Film Critics Association Awards,2016,"Nominee
Critics Choice Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Broadcast Film Critics Association Awards,2012,"Nominee
Critics Choice Award","Best Actress
Young Adult (2011)"
nm0000234,Broadcast Film Critics Association Awards,2006,"Nominee
Critics Choice Award","Best Actress
North Country (2005)"
nm0000234,Broadcast Film Critics Association Awards,2004,"Winner
Critics Choice Award","Best Actress
Monster (2003)"
nm0000234,Camerimage,2004,"Winner
Krzysztof Kieslowski Award",
nm0000234,Central Ohio Film Critics Association,2016,"Nominee
COFCA Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Central Ohio Film Critics Association,2012,"Nominee
COFCA Award","Best Actress
Young Adult (2011)"
nm0000234,Central Ohio Film Critics Association,2004,"Winner
COFCA Award","Best Actress
Monster (2003)"
nm0000234,Chicago Film Critics Association Awards,2015,"Nominee
CFCA Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Chicago Film Critics Association Awards,2004,"Winner
CFCA Award","Best Actress
Monster (2003)"
nm0000234,"CinemaCon, USA",2019,"Winner
CinemaCon Award","Comedy Stars of the Year
Shared with:

Seth Rogen"
nm0000234,"CinemaCon, USA",2012,"Winner
CinemaCon Award",Distinguished Decade of Achievement in Film
nm0000234,CinEuphoria Awards,2019,"Nominee
CinEuphoria","Best Actress - International Competition
Tully (2018)"
nm0000234,CinEuphoria Awards,2018,"Winner
CinEuphoria","Best Actress - Audience Award
Atomic Blonde (2017)"
nm0000234,CinEuphoria Awards,2016,"Winner
CinEuphoria","Best Actress - Audience Award
Mad Max: Fury Road (2015)"
nm0000234,CinEuphoria Awards,2013,"Winner
CinEuphoria","Best Supporting Actress - Audience Award
Snow White and the Huntsman (2012)"
nm0000234,CinEuphoria Awards,2013,"Nominee
CinEuphoria","Best Actress - International Competition
Young Adult (2011)

Snow White and the Huntsman (2012)"
nm0000234,CineVegas International Film Festival,2007,"Winner
Half-Life Award",
nm0000234,Costume Designers Guild Awards,2020,"Winner
Spotlight Award",
nm0000234,Critics Choice Super Awards,2021,"Nominee
CCA Super Award","Best Actress in a Superhero Movie
The Old Guard (2020)"
nm0000234,Dallas-Fort Worth Film Critics Association Awards,2019,"Nominee
DFWFCA Award","Best Actress
Bombshell (2019)


3rd place"
nm0000234,Dallas-Fort Worth Film Critics Association Awards,2015,"Nominee
DFWFCA Award","Best Actress
Mad Max: Fury Road (2015)


Tied with Carey Mulligan for Suffragette: Taten statt Worte (2015) in 5th place."
nm0000234,Dallas-Fort Worth Film Critics Association Awards,2011,"Nominee
DFWFCA Award","Best Actress
Young Adult (2011)"
nm0000234,Dallas-Fort Worth Film Critics Association Awards,2005,"Nominee
DFWFCA Award","Best Actress
North Country (2005)"
nm0000234,Dallas-Fort Worth Film Critics Association Awards,2004,"Winner
DFWFCA Award","Best Actress
Monster (2003)"
nm0000234,Denver Film Critics Society,2016,"Nominee
DFCS Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Detroit Film Critics Society Awards,2019,"Nominee
DFCS Award","Best Actress
Bombshell (2019)"
nm0000234,Detroit Film Critics Society Awards,2011,"Nominee
DFCS Award","Best Actress
Young Adult (2011)"
nm0000234,Dublin Film Critics Circle Awards,2018,"Nominee
DFCC","Best Actress
Tully (2018)


10th place"
nm0000234,Dublin Film Critics Circle Awards,2015,"Nominee
DFCC","Best Actress
Mad Max: Fury Road (2015)


Tied with Emily Blunt for Sicario (2015) and Lily Tomlin for Grandma (2015) in 4th place"
nm0000234,Elle Women in Hollywood Awards,2005,"Winner
Icon Award","Shared with:

Rachel Weisz

Laura Linney

Shirley MacLaine"
nm0000234,"Empire Awards, UK",2016,"Nominee
Empire Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Fangoria Chainsaw Awards,1998,"Nominee
Chainsaw Award","Best Supporting Actress
The Devil's Advocate (1997)"
nm0000234,Film Critics Circle of Australia Awards,2016,"Nominee
FCCA Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Film Independent Spirit Awards,2004,"Winner
Independent Spirit Award","Best First Feature
Monster (2003)

Shared with:

Patty Jenkins

(director)        

Mark Damon

(producer)        

Donald Kushner

(producer)        

Clark Peterson

(producer)        

Brad Wyman

(producer)"
nm0000234,Film Independent Spirit Awards,2004,"Winner
Independent Spirit Award","Best Female Lead
Monster (2003)"
nm0000234,Florida Film Critics Circle Awards,2019,"Nominee
FFCC Award","Best Actress
Bombshell (2019)"
nm0000234,Florida Film Critics Circle Awards,2015,"Nominee
FFCC Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Georgia Film Critics Association (GAFCA),2016,"Nominee
GAFCA Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Georgia Film Critics Association (GAFCA),2012,"Nominee
GAFCA Award","Best Actress
Young Adult (2011)"
nm0000234,GLAAD Media Awards,2006,"Winner
Vanguard Award",
nm0000234,Gold Derby Awards,2016,"Nominee
Gold Derby Award","Lead Actress
Mad Max: Fury Road (2015)"
nm0000234,Gold Derby Awards,2016,"Nominee
Gold Derby Award","Ensemble Cast
Mad Max: Fury Road (2015)

Shared with:

Courtney Eaton

Megan Gale

Tom Hardy

Nicholas Hoult

Rosie Huntington-Whiteley

Melissa Jaffer

Hugh Keays-Byrne

Riley Keough

Zoë Kravitz

Abbey Lee"
nm0000234,Gold Derby Awards,2010,"Winner
Gold Derby Award","Lead Actress of the Decade
Monster (2003)


As Aileen Wuormos"
nm0000234,Gold Derby Awards,2006,"Nominee
Gold Derby TV Award","Comedy Guest Actress
Arrested Development (2003)"
nm0000234,Gold Derby Awards,2005,"Nominee
Gold Derby TV Award","TV Movie/Mini Supporting Actress
The Life and Death of Peter Sellers (2004)"
nm0000234,Gold Derby Awards,2004,"Winner
Gold Derby Award","Lead Actress
Monster (2003)


As Aileen Wuornos"
nm0000234,"Golden Camera, Germany",2006,"Winner
Golden Camera",Best International Actress
nm0000234,"Golden Globes, USA",2020,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
Bombshell (2019)"
nm0000234,"Golden Globes, USA",2019,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Musical or Comedy
Tully (2018)"
nm0000234,"Golden Globes, USA",2012,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Comedy or Musical
Young Adult (2011)"
nm0000234,"Golden Globes, USA",2006,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
North Country (2005)"
nm0000234,"Golden Globes, USA",2005,"Nominee
Golden Globe","Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television
The Life and Death of Peter Sellers (2004)"
nm0000234,"Golden Globes, USA",2004,"Winner
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
Monster (2003)"
nm0000234,Golden Schmoes Awards,2017,"Nominee
Golden Schmoes","Best T&A of the Year
Atomic Blonde (2017)"
nm0000234,Golden Schmoes Awards,2015,"Nominee
Golden Schmoes","Best Actress of the Year
Mad Max: Fury Road (2015)"
nm0000234,Golden Schmoes Awards,2011,"Nominee
Golden Schmoes","Best Actress of the Year
Young Adult (2011)"
nm0000234,Golden Schmoes Awards,2003,"Winner
Golden Schmoes","Best Actress of the Year
Monster (2003)"
nm0000234,Gotham Awards,2011,"Winner
Tribute Award",
nm0000234,"Hasty Pudding Theatricals, USA",2008,"Winner
Woman of the Year",
nm0000234,Hawaii Film Critics Society,2020,"Nominee
HFCS Award","Best Actress
Bombshell (2019)"
nm0000234,Hawaii Film Critics Society,2019,"Nominee
HFCS Award","Best Actress
Tully (2018)"
nm0000234,Hawaii Film Critics Society,2017,"Winner
HFCS Award","Best Vocal/Motion Capture Performance
Kubo and the Two Strings (2016)"
nm0000234,Hollywood Critics Association,2020,"Nominee
HCA Award","Best Actress
Bombshell (2019)"
nm0000234,Hollywood Film Awards,2005,"Winner
Hollywood Film Award","Actress of the Year
North Country (2005)"
nm0000234,Houston Film Critics Society Awards,2020,"Nominee
HFCS Award","Best Actress
Bombshell (2019)"
nm0000234,Houston Film Critics Society Awards,2016,"Nominee
HFCS Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,"Indiana Film Journalists Association, US",2019,"Nominee
IFJA Award","Best Actress
Bombshell (2019)"
nm0000234,"Indiana Film Journalists Association, US",2018,"Nominee
IFJA Award","Best Actress
Tully (2018)"
nm0000234,"Indiana Film Journalists Association, US",2016,"Nominee
IFJA Award","Best Vocal/Motion Capture Performance
Kubo and the Two Strings (2016)"
nm0000234,Indiewire Critics' Poll,2015,"Nominee
ICP Award","Best Lead Actress
Mad Max: Fury Road (2015)


7th place."
nm0000234,Indiewire Critics' Poll,2011,"Nominee
ICP Award","Best Lead Performance
Young Adult (2011)


9th place."
nm0000234,International Cinephile Society Awards,2004,"Nominee
ICS Award","Best Actress
Monster (2003)


2nd place"
nm0000234,International Online Cinema Awards (INOCA),2018,"Nominee
Halfway Award","Best Actress
Tully (2018)"
nm0000234,International Online Cinema Awards (INOCA),2015,"Nominee
Halfway Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,International Online Cinema Awards (INOCA),2012,"Nominee
INOCA","Best Actress
Young Adult (2011)"
nm0000234,International Online Cinema Awards (INOCA),2004,"Nominee
INOCA","Best Actress
Monster (2003)"
nm0000234,International Online Film Critics' Poll,2010,"Winner
IOFCP Award","Best Actress of the Decade
Monster (2003)"
nm0000234,Irish Film and Television Awards,2004,"Nominee
Audience Award","Best International Actress
Monster (2003)"
nm0000234,Italian Online Movie Awards (IOMA),2012,"Nominee
IOMA","Best Actress (Miglior attrice protagonista)
Young Adult (2011)"
nm0000234,Italian Online Movie Awards (IOMA),2005,"Nominee
IOMA","Best Actress (Miglior attrice protagonista)
Monster (2003)"
nm0000234,Jupiter Award,2019,"Winner
Jupiter Award","Best International Actress
Tully (2018)"
nm0000234,Jupiter Award,2016,"Nominee
Jupiter Award","Best International Actress
Mad Max: Fury Road (2015)"
nm0000234,Kansas City Film Critics Circle Awards,2015,"Winner
KCFCC Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,"Kids' Choice Awards, USA",2017,"Nominee
Blimp Award","Favorite Villain
The Huntsman: Winter's War (2016)"
nm0000234,"Kids' Choice Awards, USA",2017,"Nominee
Blimp Award","Favorite Frenemies
The Huntsman: Winter's War (2016)

Shared with:

Emily Blunt"
nm0000234,Las Vegas Film Critics Society Awards,2004,"Winner
Sierra Award","Best Actress
Monster (2003)"
nm0000234,Leo Awards,2019,"Nominee
Leo","Best Motion Picture
Tully (2018)

Shared with:

Jason Reitman

Helen Estabrook

A.J. Dix

Beth Kono

Diablo Cody

Mason Novick

Ron McLeod

Aaron L. Gilbert"
nm0000234,London Critics Circle Film Awards,2020,"Nominee
ALFS Award","Actress of the Year
Bombshell (2019)"
nm0000234,London Critics Circle Film Awards,2005,"Nominee
ALFS Award","Actress of the Year
Monster (2003)"
nm0000234,Los Angeles Film Critics Association Awards,2004,"Nominee
LAFCA Award","Best Actress
Monster (2003)"
nm0000234,Los Angeles Film Festival,2006,"Winner
Spirit of Independence Award",
nm0000234,Los Angeles Online Film Critics Society Awards,2018,"Nominee
LAOFCS Award","Best Actress
Tully (2018)"
nm0000234,Milano International Film Festival Awards (MIFF Awards),2005,"Winner
Best Actress","Feature Film
Head in the Clouds (2004)"
nm0000234,MTV Movie + TV Awards,2018,"Nominee
MTV Movie + TV Award","Best Fight
Atomic Blonde (2017)

Shared with:

Daniel Hargrave

Greg Rementer



Lorraine vs. Sniper, Spotter"
nm0000234,MTV Movie + TV Awards,2016,"Winner
MTV Movie Award","Best Female Performance
Mad Max: Fury Road (2015)"
nm0000234,MTV Movie + TV Awards,2016,"Nominee
MTV Movie Award","Best Hero
Mad Max: Fury Road (2015)"
nm0000234,MTV Movie + TV Awards,2016,"Nominee
MTV Movie Award","Best Fight
Mad Max: Fury Road (2015)

Shared with:

Tom Hardy



Imperator Furiosa (Charlize Theron) vs. Max Rockatansky (Tom Hardy)"
nm0000234,MTV Movie + TV Awards,2004,"Nominee
MTV Movie Award","Best Female Performance
Monster (2003)"
nm0000234,MTV Movie + TV Awards,2004,"Nominee
MTV Movie Award","Best Kiss
Monster (2003)

Shared with:

Christina Ricci"
nm0000234,Music City Film Critics' Association Awards,2020,"Nominee
MCFCA Award","Best Actress
Bombshell (2019)"
nm0000234,"National Board of Review, USA",2003,"Winner
NBR Award","Breakthrough Performance by an Actress
Monster (2003)"
nm0000234,"National Society of Film Critics Awards, USA",2004,"Winner
NSFC Award","Best Actress
Monster (2003)"
nm0000234,Nevada Film Critics Society,2019,"Winner
NFCS Award","Best Actress
Bombshell (2019)"
nm0000234,New York Film Critics Circle Awards,2003,"Nominee
NYFCC Award","Best Actress
Monster (2003)"
nm0000234,"New York Film Critics, Online",2003,"Winner
NYFCO Award","Best Actress
Monster (2003)"
nm0000234,North Carolina Film Critics Association,2020,"Nominee
NCFCA Award","Best Actress
Bombshell (2019)"
nm0000234,"North Texas Film Critics Association, US",2019,"Winner
NTFCA Award","Best Actress
Bombshell (2019)"
nm0000234,NRJ Ciné Awards,2004,"Nominee
NRJ Ciné Award","Most Glamorous Actress (Actrice la plus glamour)
The Italian Job (2003)"
nm0000234,Odyssey Awards,2016,"Winner
Odyssey Award","Best Lead Actress
Mad Max: Fury Road (2015)"
nm0000234,Online Association of Female Film Critics,2018,"Nominee
OAFFC Award","Best Female Lead
Tully (2018)"
nm0000234,Online Film & Television Association,2005,"Winner
OFTA Television Award","Best Guest Actress in a Comedy Series
Arrested Development (2003)"
nm0000234,Online Film & Television Association,2004,"Winner
OFTA Film Award","Best Actress
Monster (2003)"
nm0000234,Online Film & Television Association,2004,"Nominee
OFTA Television Award","Best Supporting Actress in a Motion Picture or Miniseries
The Life and Death of Peter Sellers (2004)"
nm0000234,Online Film Critics Society Awards,2015,"Nominee
OFCS Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,Online Film Critics Society Awards,2004,"Nominee
OFCS Award","Best Actress
Monster (2003)"
nm0000234,Palm Springs International Film Festival,2020,"Winner
International Star Award","Bombshell (2019)



""Over the years, Charlize Theron has created so many memorable roles including her performances in ...                More


""Over the years, Charlize Theron has created so many memorable roles including her performances in Monster, North Country, Young Adult, Mad Max: Fury Road, Atomic Blonde, Tully and so much more,"" said Festival Chairman Harold Matzner. ""In her latest film, Bombshell she gives yet another award-worthy performance through her striking physical transformation of her portrayal as Megan Kelly. The Palm Springs International Film Festival is honored to present the International Star Award to Charlize Theron."""
